Date,Item_Name,Item_Category,Customer_Type,Region,Monthly_Unit_Sales,Monthly_Sales,Avg_Unit_Price,Avg_Discount
2019-02-01,Hand Wash,Cleaning Essentials,Wholesale,North,403,76787.21,192.61,5.73
2019-02-01,Hand Wash,Cleaning Essentials,Wholesale,South,551,54209.51,121.38,8.61
2019-02-01,Hand Wash,Cleaning Essentials,Wholesale,West,1229,211443.9,198.02,7.28
2019-02-01,Highlighter,Stationery,Retail,East,605,108178.95,191.14,4.45
2019-02-01,Highlighter,Stationery,Retail,North,465,45182.25,99.4,11.49
2019-02-01,Highlighter,Stationery,Retail,South,78,17354.37,248.04,10.3
2019-02-01,Highlighter,Stationery,Retail,West,339,84077.51999999999,235.4,4.31
2019-02-01,Highlighter,Stationery,Wholesale,East,324,11674.029999999999,48.25,8.86
2019-02-01,Highlighter,Stationery,Wholesale,North,323,19397.74,120.02,5.49
2019-02-01,Highlighter,Stationery,Wholesale,South,147,22413.01,174.65,12.7
2019-02-01,Highlighter,Stationery,Wholesale,West,805,147972.15,183.9,5.34
2019-02-01,Lipstick,Cosmetics,Retail,East,1080,164905.93,170.99,6.78
2019-02-01,Lipstick,Cosmetics,Retail,North,362,78717.56,222.77,1.24
2019-02-01,Lipstick,Cosmetics,Retail,South,376,83480.73,201.71,11.17
2019-02-01,Lipstick,Cosmetics,Retail,West,805,113195.4,156.66,5.92
2019-02-01,Lipstick,Cosmetics,Wholesale,East,558,67764.65000000001,177.32,10.39
2019-02-01,Lipstick,Cosmetics,Wholesale,South,104,11970.79,133.33,13.67
2019-02-01,Lipstick,Cosmetics,Wholesale,West,25,1426.46,64.4,11.4
2019-02-01,Lollipop,Confectionery,Retail,East,535,76953.42,161.85,10.32
2019-02-01,Lollipop,Confectionery,Retail,North,340,42657.31,124.26,7.58
2019-02-01,Lollipop,Confectionery,Retail,South,552,81321.01000000001,147.96,7.47
2019-02-01,Lollipop,Confectionery,Retail,West,690,114716.91,118.87,7.62
2019-02-01,Lollipop,Confectionery,Wholesale,East,637,117201.23,181.33,6.96
2019-02-01,Lollipop,Confectionery,Wholesale,North,134,36899.94,297.09,7.31
2019-02-01,Lollipop,Confectionery,Wholesale,South,297,60480.310000000005,132.45,10.27
2019-02-01,Lollipop,Confectionery,Wholesale,West,367,77813.0,191.03,9.54
2019-02-01,Marker,Stationery,Retail,East,417,84866.02,213.23,8.58
2019-02-01,Marker,Stationery,Retail,South,935,100113.08,122.74,7.36
2019-02-01,Marker,Stationery,Wholesale,East,865,76130.1,120.76,6.11
2019-02-01,Marker,Stationery,Wholesale,South,398,54127.02,154.18,11.22
2019-02-01,Marker,Stationery,Wholesale,West,669,100882.75,183.64,8.65
2019-02-01,Mascara,Cosmetics,Retail,East,608,98558.95000000001,189.21,10.31
2019-02-01,Mascara,Cosmetics,Retail,North,737,104111.07999999999,198.66,8.94
2019-02-01,Mascara,Cosmetics,Retail,South,1033,205718.05,216.59,5.97
2019-02-01,Mascara,Cosmetics,Retail,West,472,130072.29000000001,283.3,2.74
2019-02-01,Mascara,Cosmetics,Wholesale,East,518,79203.05,154.91,6.25
2019-02-01,Mascara,Cosmetics,Wholesale,South,644,29988.6,45.77,11.4
2019-02-01,Mascara,Cosmetics,Wholesale,West,964,100967.54999999999,104.23,4.99
2019-02-01,Mints,Confectionery,Retail,East,648,84872.77,158.96,8.38
2019-02-01,Mints,Confectionery,Retail,North,178,28035.42,176.81,10.92
2019-02-01,Mints,Confectionery,Retail,West,164,19129.9,123.26,5.22
2019-02-01,Mints,Confectionery,Wholesale,East,734,138582.56,202.78,10.88
2019-02-01,Mints,Confectionery,Wholesale,North,839,151485.98,191.01,10.84
2019-02-01,Mints,Confectionery,Wholesale,South,882,126442.43000000001,148.97,8.29
2019-02-01,Mints,Confectionery,Wholesale,West,946,181642.46,206.34,5.82
2019-02-01,Mop,Cleaning Essentials,Retail,East,583,62980.7,131.17,10.94
2019-02-01,Mop,Cleaning Essentials,Retail,North,82,2414.1,31.46,6.42
2019-02-01,Mop,Cleaning Essentials,Retail,South,890,137931.9,173.76,7.47
2019-02-01,Mop,Cleaning Essentials,Retail,West,477,64280.45,195.67,10.04
2019-02-01,Mop,Cleaning Essentials,Wholesale,East,205,42383.65,216.27,8.37
2019-02-01,Mop,Cleaning Essentials,Wholesale,North,1043,175029.79,190.03,9.67
2019-02-01,Mop,Cleaning Essentials,Wholesale,South,554,39730.08,64.4,10.51
2019-02-01,Mop,Cleaning Essentials,Wholesale,West,404,41471.06,110.87,3.97
2019-02-01,Nail Polish,Cosmetics,Retail,East,859,153921.72,162.93,5.9
2019-02-01,Nail Polish,Cosmetics,Retail,North,508,56933.11,158.56,9.68
2019-02-01,Nail Polish,Cosmetics,Retail,South,431,54225.59,143.48,7.96
2019-02-01,Nail Polish,Cosmetics,Retail,West,289,63708.130000000005,254.66,9.78
2019-02-01,Nail Polish,Cosmetics,Wholesale,East,198,18973.46,102.18,5.35
2019-02-01,Nail Polish,Cosmetics,Wholesale,North,1134,147824.81999999998,117.66,7.05
2019-02-01,Nail Polish,Cosmetics,Wholesale,South,746,105929.15,163.17,5.66
2019-02-01,Nail Polish,Cosmetics,Wholesale,West,747,152840.53999999998,212.93,9.44
2019-02-01,Notebook,Stationery,Retail,East,551,47344.06,100.21,10.85
2019-02-01,Notebook,Stationery,Retail,North,460,55356.77,157.58,11.36
2019-02-01,Notebook,Stationery,Retail,South,235,3989.2,18.32,7.34
2019-02-01,Notebook,Stationery,Retail,West,605,66630.61,109.6,5.63
2019-02-01,Notebook,Stationery,Wholesale,East,693,144670.81,200.92,2.5
2019-02-01,Notebook,Stationery,Wholesale,North,280,7716.8099999999995,40.24,4.86
2019-02-01,Notebook,Stationery,Wholesale,South,498,76486.95999999999,131.52,6.54
2019-02-01,Notebook,Stationery,Wholesale,West,669,89672.63,143.22,4.58
2019-02-01,Pen,Stationery,Retail,East,554,83643.41,172.1,5.1
2019-02-01,Pen,Stationery,Retail,North,115,1391.58,13.67,11.48
2019-02-01,Pen,Stationery,Retail,South,43,8231.7,193.31,0.97
2019-02-01,Pen,Stationery,Retail,West,563,26051.62,47.36,4.96
2019-02-01,Pen,Stationery,Wholesale,East,119,6847.27,74.86,2.16
2019-02-01,Pen,Stationery,Wholesale,North,1038,103770.99,95.73,6.02
2019-02-01,Pen,Stationery,Wholesale,South,962,116442.45,142.3,6.26
2019-02-01,Pen,Stationery,Wholesale,West,644,38598.64,57.87,12.33
2019-02-01,Pencil,Stationery,Retail,East,533,28859.22,81.67,2.27
2019-02-01,Pencil,Stationery,Retail,North,223,32332.4,177.68,8.25
2019-02-01,Pencil,Stationery,Retail,South,279,6598.43,27.25,13.21
2019-02-01,Pencil,Stationery,Retail,West,469,82446.67,197.82,8.61
2019-02-01,Pencil,Stationery,Wholesale,East,400,68875.22,180.17,9.51
2019-02-01,Pencil,Stationery,Wholesale,North,289,12264.349999999999,66.53,12.83
2019-02-01,Pencil,Stationery,Wholesale,South,323,34809.99,151.92,11.6
2019-02-01,Pencil,Stationery,Wholesale,West,121,14978.6,139.09,11.0
2019-02-01,Perfume,Cosmetics,Retail,East,971,151146.58000000002,176.43,5.59
2019-02-01,Perfume,Cosmetics,Retail,North,921,106931.18,162.29,10.3
2019-02-01,Perfume,Cosmetics,Retail,South,478,50565.0,135.92,9.66
2019-02-01,Perfume,Cosmetics,Retail,West,744,112024.74,188.55,5.89
2019-02-01,Perfume,Cosmetics,Wholesale,East,257,24471.85,83.94,9.62
2019-02-01,Perfume,Cosmetics,Wholesale,North,215,42420.76,200.67,12.99
2019-02-01,Perfume,Cosmetics,Wholesale,South,296,75824.94,287.02,10.75
2019-02-01,Perfume,Cosmetics,Wholesale,West,313,44184.61,119.54,8.53
2019-02-01,Ruler,Stationery,Retail,East,1040,131996.14,127.1,6.41
2019-02-01,Ruler,Stationery,Retail,North,448,75400.81,189.56,10.39
2019-02-01,Ruler,Stationery,Retail,South,754,111718.45000000001,169.85,7.25
2019-02-01,Ruler,Stationery,Retail,West,790,117326.6,169.33,5.6
2019-02-01,Ruler,Stationery,Wholesale,East,722,83050.35,121.29,11.94
2019-02-01,Ruler,Stationery,Wholesale,North,727,43182.6,80.01,9.04
2019-02-01,Ruler,Stationery,Wholesale,South,542,58349.19,129.98,2.12
2019-02-01,Ruler,Stationery,Wholesale,West,405,19416.73,49.94,6.21
2019-02-01,Scissors,Stationery,Retail,East,785,119963.89000000001,156.49,8.66
2019-02-01,Scissors,Stationery,Retail,North,1311,167959.02,119.0,5.15
2019-02-01,Scissors,Stationery,Retail,South,494,61477.759999999995,165.55,5.05
2019-02-01,Scissors,Stationery,Retail,West,202,48393.14,247.72,3.29
2019-02-01,Scissors,Stationery,Wholesale,East,362,39682.62,117.82,7.48
2019-02-01,Scissors,Stationery,Wholesale,North,556,96182.12,165.04,8.19
2019-02-01,Scissors,Stationery,Wholesale,South,490,104990.67,180.96,9.11
2019-02-01,Scissors,Stationery,Wholesale,West,359,77470.88,212.66,7.46
2019-02-01,Scrub Pad,Cleaning Essentials,Retail,East,683,107080.14,146.3,5.84
2019-02-01,Scrub Pad,Cleaning Essentials,Retail,North,975,139824.53999999998,166.09,6.23
2019-02-01,Scrub Pad,Cleaning Essentials,Retail,South,326,28312.64,96.62,4.92
2019-02-01,Scrub Pad,Cleaning Essentials,Retail,West,294,18086.9,75.56,6.4
2019-02-01,Scrub Pad,Cleaning Essentials,Wholesale,East,345,70733.29000000001,219.97,6.62
2019-02-01,Scrub Pad,Cleaning Essentials,Wholesale,North,58,3629.86,65.85,4.96
2019-02-01,Scrub Pad,Cleaning Essentials,Wholesale,South,81,7269.49,84.21,4.85
2019-02-01,Scrub Pad,Cleaning Essentials,Wholesale,West,56,13946.51,253.12,1.61
2019-02-01,Stapler,Stationery,Retail,East,221,3036.94,30.67,5.0
2019-02-01,Stapler,Stationery,Retail,North,655,104501.28,163.94,5.15
2019-02-01,Stapler,Stationery,Retail,South,945,110890.34999999999,144.48,10.88
2019-02-01,Stapler,Stationery,Retail,West,109,9971.28,143.58,7.12
2019-02-01,Stapler,Stationery,Wholesale,East,559,88454.64,176.2,7.72
2019-02-01,Stapler,Stationery,Wholesale,North,446,52461.880000000005,112.35,9.37
2019-02-01,Stapler,Stationery,Wholesale,South,853,111551.70000000001,158.85,8.61
2019-02-01,Stapler,Stationery,Wholesale,West,1006,123897.06,128.6,9.39
2019-02-01,Toffee,Confectionery,Retail,East,434,44640.97,153.14,10.56
2019-02-01,Toffee,Confectionery,Retail,North,586,84441.01000000001,113.98,6.38
2019-02-01,Toffee,Confectionery,Retail,South,450,94613.9,220.84,6.76
2019-02-01,Toffee,Confectionery,Wholesale,East,550,74955.53,145.96,9.29
2019-02-01,Toffee,Confectionery,Wholesale,North,430,38444.13,97.57,3.99
2019-02-01,Toffee,Confectionery,Wholesale,South,637,47738.399999999994,121.06,11.62
2019-02-01,Toffee,Confectionery,Wholesale,West,566,113701.44,188.83,5.65
2019-02-01,Toilet Cleaner,Cleaning Essentials,Retail,East,309,43340.57,140.48,1.82
2019-02-01,Toilet Cleaner,Cleaning Essentials,Retail,North,685,97449.83,173.93,6.89
2019-02-01,Toilet Cleaner,Cleaning Essentials,Retail,South,145,7450.339999999999,41.8,5.65
2019-02-01,Toilet Cleaner,Cleaning Essentials,Retail,West,324,54795.85,147.24,2.52
2019-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,East,742,104657.76999999999,147.9,7.45
2019-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,North,487,60059.3,125.07,7.65
2019-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,South,548,84059.79000000001,177.46,4.65
2019-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,West,656,91603.15,136.14,5.65
2019-02-01,Wafers,Confectionery,Retail,East,704,62324.05,141.84,8.0
2019-02-01,Wafers,Confectionery,Retail,North,375,70209.91,220.78,9.28
2019-02-01,Wafers,Confectionery,Retail,South,370,43562.35,125.47,7.04
2019-02-01,Wafers,Confectionery,Retail,West,1041,129224.65000000001,140.79,5.65
2019-02-01,Wafers,Confectionery,Wholesale,North,106,10250.92,94.53,8.82
2019-02-01,Wafers,Confectionery,Wholesale,South,619,91815.38,169.8,5.18
2019-02-01,Wafers,Confectionery,Wholesale,West,627,117897.6,190.05,10.33
2019-03-01,Biscuit Pack,Confectionery,Retail,North,408,57447.54,113.03,9.4
2019-03-01,Biscuit Pack,Confectionery,Retail,South,262,50205.02,168.48,11.36
2019-03-01,Biscuit Pack,Confectionery,Retail,West,676,105473.15000000001,148.95,3.81
2019-03-01,Biscuit Pack,Confectionery,Wholesale,East,311,37957.21,125.12,7.96
2019-03-01,Biscuit Pack,Confectionery,Wholesale,North,389,27748.77,74.23,8.53
2019-03-01,Biscuit Pack,Confectionery,Wholesale,South,717,140676.74,171.72,9.44
2019-03-01,Biscuit Pack,Confectionery,Wholesale,West,740,82983.11,106.99,9.69
2019-03-01,Bleach,Cleaning Essentials,Retail,East,504,56248.380000000005,155.95,8.77
2019-03-01,Bleach,Cleaning Essentials,Retail,North,685,48546.229999999996,85.8,6.39
2019-03-01,Bleach,Cleaning Essentials,Retail,South,250,59628.28,269.02,11.34
2019-03-01,Bleach,Cleaning Essentials,Retail,West,715,102012.93,162.77,6.17
2019-03-01,Bleach,Cleaning Essentials,Wholesale,East,188,24096.059999999998,151.22,5.84
2019-03-01,Bleach,Cleaning Essentials,Wholesale,North,788,111796.89,168.72,7.77
2019-03-01,Bleach,Cleaning Essentials,Wholesale,South,575,77186.65,129.99,5.82
2019-03-01,Bleach,Cleaning Essentials,Wholesale,West,663,93504.8,151.46,6.89
2019-03-01,Blush,Cosmetics,Retail,East,312,17843.719999999998,51.01,7.98
2019-03-01,Blush,Cosmetics,Retail,North,471,60828.7,134.14,3.84
2019-03-01,Blush,Cosmetics,Retail,South,454,75817.58,169.82,4.43
2019-03-01,Blush,Cosmetics,Retail,West,791,110811.89,166.46,11.72
2019-03-01,Blush,Cosmetics,Wholesale,East,605,112023.81,189.38,8.72
2019-03-01,Blush,Cosmetics,Wholesale,North,171,44791.009999999995,293.1,6.72
2019-03-01,Blush,Cosmetics,Wholesale,South,850,95731.33,125.18,8.11
2019-03-01,Blush,Cosmetics,Wholesale,West,418,62535.82000000001,162.14,12.39
2019-03-01,Candy,Confectionery,Retail,East,715,122541.0,154.66,7.96
2019-03-01,Candy,Confectionery,Retail,North,446,42171.64,77.43,9.04
2019-03-01,Candy,Confectionery,Retail,South,484,34719.049999999996,68.13,2.52
2019-03-01,Candy,Confectionery,Retail,West,375,50787.25,133.12,10.21
2019-03-01,Candy,Confectionery,Wholesale,East,41,6679.120000000001,171.6,6.93
2019-03-01,Candy,Confectionery,Wholesale,North,829,101911.12,116.5,7.73
2019-03-01,Candy,Confectionery,Wholesale,South,377,88333.18,210.11,9.04
2019-03-01,Candy,Confectionery,Wholesale,West,46,595.12,13.65,5.22
2019-03-01,Chewing Gum,Confectionery,Retail,East,393,48792.159999999996,137.14,9.89
2019-03-01,Chewing Gum,Confectionery,Retail,North,432,37679.28,121.92,10.2
2019-03-01,Chewing Gum,Confectionery,Retail,South,341,64504.66,202.17,12.12
2019-03-01,Chewing Gum,Confectionery,Retail,West,320,57360.26,190.01,6.46
2019-03-01,Chewing Gum,Confectionery,Wholesale,East,709,74831.08,140.49,4.25
2019-03-01,Chewing Gum,Confectionery,Wholesale,North,144,15582.99,152.13,6.78
2019-03-01,Chewing Gum,Confectionery,Wholesale,South,168,46738.85,292.02,4.73
2019-03-01,Chewing Gum,Confectionery,Wholesale,West,181,36687.57,234.1,5.2
2019-03-01,Chocolate Bar,Confectionery,Retail,East,748,98551.07,190.81,9.25
2019-03-01,Chocolate Bar,Confectionery,Retail,North,130,24513.88,210.07,6.13
2019-03-01,Chocolate Bar,Confectionery,Retail,South,899,178622.62000000002,206.48,5.85
2019-03-01,Chocolate Bar,Confectionery,Retail,West,220,31055.56,131.46,11.32
2019-03-01,Chocolate Bar,Confectionery,Wholesale,East,250,68620.4,208.16,5.38
2019-03-01,Chocolate Bar,Confectionery,Wholesale,North,666,123305.11,168.17,7.01
2019-03-01,Chocolate Bar,Confectionery,Wholesale,South,637,117581.85,216.94,10.24
2019-03-01,Chocolate Bar,Confectionery,Wholesale,West,1412,259260.82,199.65,7.96
2019-03-01,Compact,Cosmetics,Retail,North,196,46677.59,278.8,14.58
2019-03-01,Compact,Cosmetics,Retail,South,124,25842.73,175.46,5.07
2019-03-01,Compact,Cosmetics,Retail,West,372,80071.03,226.43,5.44
2019-03-01,Compact,Cosmetics,Wholesale,East,244,46545.36,157.92,4.68
2019-03-01,Compact,Cosmetics,Wholesale,North,52,7562.15,144.24,7.66
2019-03-01,Compact,Cosmetics,Wholesale,South,668,90550.39,127.72,6.62
2019-03-01,Compact,Cosmetics,Wholesale,West,301,50154.159999999996,173.7,12.72
2019-03-01,Detergent,Cleaning Essentials,Retail,East,366,32622.199999999997,119.04,4.56
2019-03-01,Detergent,Cleaning Essentials,Retail,North,563,103974.16,204.96,8.02
2019-03-01,Detergent,Cleaning Essentials,Retail,South,211,32443.57,161.63,10.08
2019-03-01,Detergent,Cleaning Essentials,Retail,West,491,70249.55,136.69,10.23
2019-03-01,Detergent,Cleaning Essentials,Wholesale,East,129,17768.760000000002,129.32,2.48
2019-03-01,Detergent,Cleaning Essentials,Wholesale,North,586,105629.62,200.62,9.7
2019-03-01,Detergent,Cleaning Essentials,Wholesale,South,471,68157.22,118.26,6.01
2019-03-01,Detergent,Cleaning Essentials,Wholesale,West,58,11122.03,221.61,13.47
2019-03-01,Dish Soap,Cleaning Essentials,Retail,East,688,93375.93,148.73,11.26
2019-03-01,Dish Soap,Cleaning Essentials,Retail,North,964,62072.43,96.31,8.99
2019-03-01,Dish Soap,Cleaning Essentials,Retail,South,547,69759.19,138.1,5.34
2019-03-01,Dish Soap,Cleaning Essentials,Retail,West,264,32839.49,140.16,11.25
2019-03-01,Dish Soap,Cleaning Essentials,Wholesale,East,105,11073.17,112.76,6.35
2019-03-01,Dish Soap,Cleaning Essentials,Wholesale,North,1191,160244.37,145.57,5.36
2019-03-01,Dish Soap,Cleaning Essentials,Wholesale,South,667,118296.5,208.94,4.62
2019-03-01,Dish Soap,Cleaning Essentials,Wholesale,West,58,9588.79,182.84,9.58
2019-03-01,Disinfectant,Cleaning Essentials,Retail,East,309,54744.340000000004,114.84,6.91
2019-03-01,Disinfectant,Cleaning Essentials,Retail,North,338,62664.020000000004,195.12,3.7
2019-03-01,Disinfectant,Cleaning Essentials,Retail,South,872,164431.22,163.12,7.15
2019-03-01,Disinfectant,Cleaning Essentials,Retail,West,332,31136.77,103.42,11.19
2019-03-01,Disinfectant,Cleaning Essentials,Wholesale,East,425,109825.45,275.88,3.71
2019-03-01,Disinfectant,Cleaning Essentials,Wholesale,North,51,6665.05,143.38,10.12
2019-03-01,Disinfectant,Cleaning Essentials,Wholesale,South,249,48696.2,187.27,8.11
2019-03-01,Disinfectant,Cleaning Essentials,Wholesale,West,789,124352.58,139.99,5.34
2019-03-01,Energy Bar,Confectionery,Retail,East,193,45112.11,267.96,12.77
2019-03-01,Energy Bar,Confectionery,Retail,North,749,129163.34,143.38,7.14
2019-03-01,Energy Bar,Confectionery,Retail,South,178,26819.5,168.32,12.56
2019-03-01,Energy Bar,Confectionery,Retail,West,982,179855.7,159.94,6.07
2019-03-01,Energy Bar,Confectionery,Wholesale,East,481,87852.83,196.43,10.17
2019-03-01,Energy Bar,Confectionery,Wholesale,North,614,68780.75,144.6,8.35
2019-03-01,Energy Bar,Confectionery,Wholesale,South,229,37990.979999999996,167.84,11.2
2019-03-01,Energy Bar,Confectionery,Wholesale,West,397,76149.47,206.15,11.55
2019-03-01,Eraser,Stationery,Retail,East,1122,190680.93,171.72,10.11
2019-03-01,Eraser,Stationery,Retail,North,425,88998.15,199.17,6.27
2019-03-01,Eraser,Stationery,Retail,South,100,14336.09,156.85,8.6
2019-03-01,Eraser,Stationery,Retail,West,500,18724.4,40.47,7.68
2019-03-01,Eraser,Stationery,Wholesale,East,688,139645.79,187.92,5.96
2019-03-01,Eraser,Stationery,Wholesale,South,545,111781.12,201.42,11.06
2019-03-01,Eraser,Stationery,Wholesale,West,526,85248.61,143.96,7.97
2019-03-01,Eyeliner,Cosmetics,Retail,East,916,118947.42,167.58,7.4
2019-03-01,Eyeliner,Cosmetics,Retail,North,692,98533.67,170.15,10.63
2019-03-01,Eyeliner,Cosmetics,Retail,South,810,105854.75,146.05,7.64
2019-03-01,Eyeliner,Cosmetics,Wholesale,East,1088,136370.18,146.3,7.17
2019-03-01,Eyeliner,Cosmetics,Wholesale,North,406,31634.34,108.18,5.96
2019-03-01,Eyeliner,Cosmetics,Wholesale,South,187,32200.88,187.64,8.23
2019-03-01,Eyeliner,Cosmetics,Wholesale,West,1366,136529.07,106.52,9.21
2019-03-01,Face Cream,Cosmetics,Retail,East,515,64736.19,127.2,9.95
2019-03-01,Face Cream,Cosmetics,Retail,North,127,10785.93,86.6,1.93
2019-03-01,Face Cream,Cosmetics,Retail,South,231,1848.0,8.88,9.91
2019-03-01,Face Cream,Cosmetics,Retail,West,380,37766.520000000004,130.84,2.43
2019-03-01,Face Cream,Cosmetics,Wholesale,East,617,100100.98,139.49,5.29
2019-03-01,Face Cream,Cosmetics,Wholesale,North,363,95480.98999999999,295.42,11.86
2019-03-01,Face Cream,Cosmetics,Wholesale,South,127,1332.16,11.77,10.88
2019-03-01,Face Cream,Cosmetics,Wholesale,West,657,44270.42,67.33,9.59
2019-03-01,Face Wash,Cosmetics,Retail,East,211,40265.88,218.42,12.63
2019-03-01,Face Wash,Cosmetics,Retail,North,1005,103727.79,114.96,7.72
2019-03-01,Face Wash,Cosmetics,Retail,South,800,88835.34,122.95,8.17
2019-03-01,Face Wash,Cosmetics,Retail,West,265,29312.32,121.92,7.26
2019-03-01,Face Wash,Cosmetics,Wholesale,East,779,70552.53,99.08,5.78
2019-03-01,Face Wash,Cosmetics,Wholesale,North,628,37879.600000000006,132.44,9.31
2019-03-01,Face Wash,Cosmetics,Wholesale,South,589,121994.94,213.05,5.86
2019-03-01,Face Wash,Cosmetics,Wholesale,West,774,97491.47,129.28,7.04
2019-03-01,Floor Cleaner,Cleaning Essentials,Retail,East,707,131939.49,201.82,10.63
2019-03-01,Floor Cleaner,Cleaning Essentials,Retail,North,975,106729.97,122.95,10.61
2019-03-01,Floor Cleaner,Cleaning Essentials,Retail,South,47,11111.44,272.68,13.3
2019-03-01,Floor Cleaner,Cleaning Essentials,Retail,West,48,1086.17,24.15,6.3
2019-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,East,375,46293.29,124.74,3.8
2019-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,North,507,92680.47,164.56,6.96
2019-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,South,70,4888.360000000001,69.22,13.8
2019-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,West,662,104675.07,164.67,7.84
2019-03-01,Foundation,Cosmetics,Retail,East,996,158018.8,163.56,5.3
2019-03-01,Foundation,Cosmetics,Retail,North,789,146977.99,191.27,3.96
2019-03-01,Foundation,Cosmetics,Retail,South,473,97859.4,182.67,8.93
2019-03-01,Foundation,Cosmetics,Retail,West,1255,153048.73,170.29,7.98
2019-03-01,Foundation,Cosmetics,Wholesale,East,576,72864.52,151.34,7.82
2019-03-01,Foundation,Cosmetics,Wholesale,North,352,89585.64,269.66,3.84
2019-03-01,Foundation,Cosmetics,Wholesale,South,353,20240.64,62.33,11.21
2019-03-01,Foundation,Cosmetics,Wholesale,West,699,107337.89,194.36,8.77
2019-03-01,Fruit Bar,Confectionery,Retail,East,173,37410.08,250.05,13.52
2019-03-01,Fruit Bar,Confectionery,Retail,North,918,148280.31,154.44,10.73
2019-03-01,Fruit Bar,Confectionery,Retail,South,777,103824.23,168.93,10.69
2019-03-01,Fruit Bar,Confectionery,Retail,West,184,48684.82,273.31,3.19
2019-03-01,Fruit Bar,Confectionery,Wholesale,East,869,123160.37,138.99,5.42
2019-03-01,Fruit Bar,Confectionery,Wholesale,North,649,137116.08000000002,215.94,5.2
2019-03-01,Fruit Bar,Confectionery,Wholesale,South,1059,148744.97999999998,139.54,8.86
2019-03-01,Fruit Bar,Confectionery,Wholesale,West,446,74101.33,150.04,9.36
2019-03-01,Glass Cleaner,Cleaning Essentials,Retail,East,156,34875.520000000004,138.24,9.12
2019-03-01,Glass Cleaner,Cleaning Essentials,Retail,North,287,35684.16,134.66,9.59
2019-03-01,Glass Cleaner,Cleaning Essentials,Retail,South,750,149357.43,177.25,6.28
2019-03-01,Glass Cleaner,Cleaning Essentials,Retail,West,1092,146642.22999999998,138.79,6.81
2019-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,East,475,76331.09,180.78,8.19
2019-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,North,328,22414.449999999997,73.56,4.38
2019-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,South,173,29086.47,188.17,10.65
2019-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,West,1454,200918.38999999998,157.67,11.49
2019-03-01,Glue,Stationery,Retail,East,189,14761.52,79.52,8.18
2019-03-01,Glue,Stationery,Retail,North,777,97120.19,130.34,8.75
2019-03-01,Glue,Stationery,Retail,South,51,3316.21,67.09,3.08
2019-03-01,Glue,Stationery,Retail,West,173,2019.01,14.42,5.62
2019-03-01,Glue,Stationery,Wholesale,East,725,72571.26,114.8,10.46
2019-03-01,Glue,Stationery,Wholesale,North,343,49907.47,189.63,14.59
2019-03-01,Glue,Stationery,Wholesale,South,185,37885.45,230.36,11.95
2019-03-01,Hand Wash,Cleaning Essentials,Retail,East,230,39691.59,139.2,5.48
2019-03-01,Hand Wash,Cleaning Essentials,Retail,North,149,25426.04,188.85,9.78
2019-03-01,Hand Wash,Cleaning Essentials,Retail,South,482,102772.78,242.67,5.01
2019-03-01,Hand Wash,Cleaning Essentials,Retail,West,540,68724.69,180.61,9.89
2019-03-01,Hand Wash,Cleaning Essentials,Wholesale,East,408,44920.119999999995,119.53,9.23
2019-03-01,Hand Wash,Cleaning Essentials,Wholesale,South,235,49592.799999999996,182.72,5.22
2019-03-01,Hand Wash,Cleaning Essentials,Wholesale,West,118,10604.84,103.36,13.05
2019-03-01,Highlighter,Stationery,Retail,East,296,41856.93,149.46,7.92
2019-03-01,Highlighter,Stationery,Retail,North,1075,181523.11,189.98,5.71
2019-03-01,Highlighter,Stationery,Retail,South,327,7556.24,36.3,9.18
2019-03-01,Highlighter,Stationery,Retail,West,286,44938.14,166.73,5.76
2019-03-01,Highlighter,Stationery,Wholesale,East,504,75070.96,170.73,10.56
2019-03-01,Highlighter,Stationery,Wholesale,North,191,6038.41,34.73,8.97
2019-03-01,Highlighter,Stationery,Wholesale,South,759,81114.81,128.9,8.9
2019-03-01,Highlighter,Stationery,Wholesale,West,938,123468.56,145.17,6.56
2019-03-01,Lipstick,Cosmetics,Retail,East,646,111184.7,183.68,6.77
2019-03-01,Lipstick,Cosmetics,Retail,North,514,70045.93,165.85,8.14
2019-03-01,Lipstick,Cosmetics,Retail,South,240,50377.27,216.71,3.14
2019-03-01,Lipstick,Cosmetics,Retail,West,429,35380.11,87.43,11.05
2019-03-01,Lipstick,Cosmetics,Wholesale,East,439,40721.09,90.46,9.51
2019-03-01,Lipstick,Cosmetics,Wholesale,North,582,127704.1,233.93,6.61
2019-03-01,Lipstick,Cosmetics,Wholesale,South,278,23233.65,85.77,2.56
2019-03-01,Lipstick,Cosmetics,Wholesale,West,273,19108.55,79.93,12.43
2019-03-01,Lollipop,Confectionery,Retail,East,788,120706.29000000001,162.84,7.8
